X,Y,Z,Layer,PaperSpace,SubClasses,Linetype,EntityHandle,Text,OGR_STYLE,,,,
22685.26952,-13682.60569,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314A,,PEN(c:#9de7d7),,,,
22691.3891,-13695.15267,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314A,,PEN(c:#9de7d7),,,,
22696.61853,-13708.09597,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314A,,PEN(c:#9de7d7),,,,
22700.93234,-13721.37253,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314A,,PEN(c:#9de7d7),,,,
22704.30953,-13734.91766,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314A,,PEN(c:#9de7d7),,,,
22706.73362,-13748.66538,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314A,,PEN(c:#9de7d7),,,,
22708.19282,-13762.54871,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314A,,PEN(c:#9de7d7),,,,
22708.68001,-13776.5,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314A,,PEN(c:#9de7d7),,,,
22708.68001,-11585.65008,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22708.19282,-11599.60138,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22706.73362,-11613.4847,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22704.30953,-11627.23242,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22700.93234,-11640.77755,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22696.61853,-11654.05411,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22691.3891,-11666.99741,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22685.26952,-11679.54439,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22678.28962,-11691.63393,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22670.4834,-11703.20713,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22661.88889,-11714.2076,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22652.54797,-11724.58176,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22642.50613,-11734.27905,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22631.8123,-11743.25223,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22620.51859,-11751.4576,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22608.68001,-11758.85516,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22596.35423,-11765.40889,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22583.60132,-11771.08685,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22570.4834,-11775.86138,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22557.06438,-11779.70923,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22543.40964,-11782.61163,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22529.5857,-11784.55446,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22515.6599,-11785.52825,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22501.70011,-11785.52825,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22487.77431,-11784.55446,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22473.95037,-11782.61163,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22460.29563,-11779.70923,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22446.87661,-11775.86138,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22433.75869,-11771.08685,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22421.00578,-11765.40889,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22408.68001,-11758.85516,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22396.84142,-11751.4576,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22385.54771,-11743.25223,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22374.85388,-11734.27905,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22364.81205,-11724.58176,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22355.47112,-11714.2076,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22346.87661,-11703.20713,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22339.07039,-11691.63393,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22332.09049,-11679.54439,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22325.97091,-11666.99741,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22320.74148,-11654.05411,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22316.42767,-11640.77755,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22313.05049,-11627.23242,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22310.62639,-11613.4847,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22309.1672,-11599.60138,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22308.68001,-11585.65008,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22309.1672,-11571.69879,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22310.62639,-11557.81546,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22313.05049,-11544.06774,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22316.42767,-11530.52261,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22320.74148,-11517.24605,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22325.97091,-11504.30275,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22332.09049,-11491.75577,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22339.07039,-11479.66623,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22346.87661,-11468.09303,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22355.47112,-11457.09256,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22364.81205,-11446.71841,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22374.85388,-11437.02112,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22385.54771,-11428.04793,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22396.84142,-11419.84257,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22408.68001,-11412.445,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22421.00578,-11405.89127,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22433.75869,-11400.21331,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22446.87661,-11395.43878,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22460.29563,-11391.59094,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22473.95037,-11388.68853,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22487.77431,-11386.7457,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22501.70011,-11385.77192,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22515.6599,-11385.77192,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22529.5857,-11386.7457,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22543.40964,-11388.68853,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22557.06438,-11391.59094,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22570.4834,-11395.43878,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22583.60132,-11400.21331,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22596.35423,-11405.89127,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22608.68001,-11412.445,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22620.51859,-11419.84257,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22631.8123,-11428.04793,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22642.50613,-11437.02112,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22652.54797,-11446.71841,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22661.88889,-11457.09256,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22670.4834,-11468.09303,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22678.28962,-11479.66623,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22685.26952,-11491.75577,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22691.3891,-11504.30275,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22696.61853,-11517.24605,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22700.93234,-11530.52261,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22704.30953,-11544.06774,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22706.73362,-11557.81546,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22708.19282,-11571.69879,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
22708.68001,-11585.65008,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314B,,PEN(c:#9de7d7),,,,
25483.50024,-18726.31976,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25483.01305,-18740.27105,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25481.55386,-18754.15438,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25479.12976,-18767.9021,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25475.75258,-18781.44723,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25471.43877,-18794.72379,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25466.20933,-18807.66709,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25460.08976,-18820.21407,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25453.10986,-18832.30361,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25445.30364,-18843.87681,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25436.70913,-18854.87728,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25427.3682,-18865.25143,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25417.32636,-18874.94872,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25406.63254,-18883.92191,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25395.33882,-18892.12727,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25383.50024,-18899.52484,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25371.17447,-18906.07857,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25358.42156,-18911.75653,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25345.30364,-18916.53106,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25331.88462,-18920.3789,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25318.22988,-18923.28131,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25304.40594,-18925.22414,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25290.48014,-18926.19792,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25276.52034,-18926.19792,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25262.59455,-18925.22414,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25248.77061,-18923.28131,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25235.11586,-18920.3789,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25221.69684,-18916.53106,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25208.57892,-18911.75653,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25195.82601,-18906.07857,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25183.50024,-18899.52484,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25171.66166,-18892.12727,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25160.36795,-18883.92191,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25149.67412,-18874.94872,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25139.63228,-18865.25143,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25130.29135,-18854.87728,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25121.69684,-18843.87681,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25113.89062,-18832.30361,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25106.91072,-18820.21407,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25100.79115,-18807.66709,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25095.56172,-18794.72379,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25091.2479,-18781.44723,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25087.87072,-18767.9021,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25085.44663,-18754.15438,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25083.98743,-18740.27105,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25083.50024,-18726.31976,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25083.98743,-18712.36846,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25085.44663,-18698.48514,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25087.87072,-18684.73742,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25091.2479,-18671.19229,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25095.56172,-18657.91573,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25100.79115,-18644.97243,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25106.91072,-18632.42545,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25113.89062,-18620.33591,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25121.69684,-18608.76271,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25130.29135,-18597.76224,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25139.63228,-18587.38808,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25149.67412,-18577.69079,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25160.36795,-18568.71761,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25171.66166,-18560.51224,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25183.50024,-18553.11468,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25195.82601,-18546.56095,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25208.57892,-18540.88299,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25221.69684,-18536.10846,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25235.11586,-18532.26061,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25248.77061,-18529.35821,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25262.59455,-18527.41538,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25276.52034,-18526.44159,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25290.48014,-18526.44159,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25304.40594,-18527.41538,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25318.22988,-18529.35821,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25331.88462,-18532.26061,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25345.30364,-18536.10846,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25358.42156,-18540.88299,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25371.17447,-18546.56095,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25383.50024,-18553.11468,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25395.33882,-18560.51224,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25406.63254,-18568.71761,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25417.32636,-18577.69079,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25427.3682,-18587.38808,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25436.70913,-18597.76224,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25445.30364,-18608.76271,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25453.10986,-18620.33591,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25460.08976,-18632.42545,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25466.20933,-18644.97243,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25471.43877,-18657.91573,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25475.75258,-18671.19229,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25479.12976,-18684.73742,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25481.55386,-18698.48514,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25483.01305,-18712.36846,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
25483.50024,-18726.31976,0,e-charger,,AcDbEntity:AcDbCircle,ByBlock,314C,,PEN(c:#9de7d7),,,,
14733.29056,-25281.65196,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314D,,PEN(c:#e180f4),,,,
8673.290559,-25281.65196,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314D,,PEN(c:#e180f4),,,,
8673.290559,-21221.65199,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314D,,PEN(c:#e180f4),,,,
14733.29056,-21221.65199,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314D,,PEN(c:#e180f4),,,,
14733.29056,-25281.65196,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314D,,PEN(c:#e180f4),,,,
18126.96144,-21221.65222,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314E,,PEN(c:#e180f4),,,,
24186.96376,-21221.65222,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314E,,PEN(c:#e180f4),,,,
24186.96376,-25281.65259,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314E,,PEN(c:#e180f4),,,,
18126.96144,-25281.65259,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314E,,PEN(c:#e180f4),,,,
18126.96144,-21221.65222,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314E,,PEN(c:#e180f4),,,,
29568.89572,-12269.99977,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314F,,PEN(c:#e180f4),,,,
33628.89572,-12269.99977,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314F,,PEN(c:#e180f4),,,,
33628.89572,-20330,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314F,,PEN(c:#e180f4),,,,
29568.89572,-20330,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314F,,PEN(c:#e180f4),,,,
29568.89572,-12269.99977,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,314F,,PEN(c:#e180f4),,,,
29568.89572,-25599.99981,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3150,,PEN(c:#e180f4),,,,
33628.89572,-25599.99981,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3150,,PEN(c:#e180f4),,,,
33628.89572,-33660.00004,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3150,,PEN(c:#e180f4),,,,
29568.89572,-33660.00004,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3150,,PEN(c:#e180f4),,,,
29568.89572,-25599.99981,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3150,,PEN(c:#e180f4),,,,
29568.89572,-39170.00004,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3151,,PEN(c:#e180f4),,,,
35628.89572,-39170.00004,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3151,,PEN(c:#e180f4),,,,
35628.89572,-43230.00004,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3151,,PEN(c:#e180f4),,,,
29568.89572,-43230.00004,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3151,,PEN(c:#e180f4),,,,
29568.89572,-39170.00004,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3151,,PEN(c:#e180f4),,,,
54559.63396,-7118.572451,0,l-lightinglineframe,,AcDbEntity:AcDbPolyline,ByBlock,3156,,PEN(c:#e180f4),,,,
